origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,family name,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P734,http://www.wikidata.org/entity/statement/Q14990-99314953-45dc-fd1e-10b2-1e1f6fea1ad5
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,SUDOC authorities  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P269,http://www.wikidata.org/entity/statement/Q14990-F14F6488-23CB-4E41-9EFB-6EA498382090
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,member of,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P463,http://www.wikidata.org/entity/statement/Q14990-00db9f0c-4d44-6001-f486-32cec833e592
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,AGORAH person/institution  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P2342,http://www.wikidata.org/entity/statement/Q14990-9A91A537-F000-4618-A199-68F0EFFA8F27
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,place of death,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P20,http://www.wikidata.org/entity/statement/Q14990-1FB2B69A-7F2B-4FB5-BBF8-2ADA93D9B656
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P2372,http://www.wikidata.org/entity/statement/Q14990-8127DF52-9F32-4AC7-9E4A-6A43DB6578A2
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P2372,http://www.wikidata.org/entity/statement/Q14990-681E2ABE-9E8F-4796-8805-EF2971F33261
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,People  Australia  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P1315,http://www.wikidata.org/entity/statement/Q14990-4F17A4C2-453C-4087-8651-A7F0CFA78225
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,FASTID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P2163,http://www.wikidata.org/entity/statement/Q14990-048C0040-D9DE-4375-8235-C2F8853A9BAB
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,B N E  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P950,http://www.wikidata.org/entity/statement/Q14990-2E75E751-44F7-4824-B7B9-793B33ACDADB
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Babelio author  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P3630,http://www.wikidata.org/entity/statement/Q14990-679F12D4-6D60-4F88-95BC-65F55320F1AB
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,NE.se  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P3222,http://www.wikidata.org/entity/statement/Q14990-164D2A8E-2DB0-47A5-B118-810C38A09EF4
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Library of  Ireland authority  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P1946,http://www.wikidata.org/entity/statement/Q14990-7986FF3D-8E0B-4793-8D32-0D8A41B669B5
wikidata,https://www.wikidata.org/wiki/Q14990,Category:Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://commons.wikimedia.org/wiki/Category:Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Auteur:Henry_Carton_de_Wiart,about,Henry Carton de Wiart,,https://fr.wikisource.org/wiki/Auteur:Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://de.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry_Carton_de_Wiart,about,Henry Carton de Wiart,,https://fr.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,"Картон_де_Виар,_Анри",about,Henry Carton de Wiart,,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D1%82%D0%BE%D0%BD_%D0%B4%D0%B5_%D0%92%D0%B8%D0%B0%D1%80,_%D0%90%D0%BD%D1%80%D0%B8",http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry_Carton_de_Wiart,about,Henry Carton de Wiart,,https://it.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,アンリ・カルトン・ドゥ・ヴィアール,about,Henry Carton de Wiart,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%AA%E3%83%BB%E3%82%AB%E3%83%AB%E3%83%88%E3%83%B3%E3%83%BB%E3%83%89%E3%82%A5%E3%83%BB%E3%83%B4%E3%82%A3%E3%82%A2%E3%83%BC%E3%83%AB,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://pt.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,亨利·卡尔东·德维亚尔,about,Henry Carton de Wiart,,https://zh.wikipedia.org/wiki/%E4%BA%A8%E5%88%A9%C2%B7%E5%8D%A1%E5%B0%94%E4%B8%9C%C2%B7%E5%BE%B7%E7%BB%B4%E4%BA%9A%E5%B0%94,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://sv.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://tr.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri_Carton_de_Wiart,about,Henry Carton de Wiart,,https://hu.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Анрі_Картон_де_Віарт,about,Henry Carton de Wiart,,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D1%80%D1%96_%D0%9A%D0%B0%D1%80%D1%82%D0%BE%D0%BD_%D0%B4%D0%B5_%D0%92%D1%96%D0%B0%D1%80%D1%82,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henricus_Carton_de_Wiart,about,Henry Carton de Wiart,,https://la.wikipedia.org/wiki/Henricus_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry_Carton_de_Wiart,about,Henry Carton de Wiart,,https://mg.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry_Carton_de_Wiart,about,Henry Carton de Wiart,,https://en.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,NaturalPerson,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Agent,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Person,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Person,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,être humain,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q5
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,personne,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q215627
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Agent,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Agent
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Thing,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,type,Person,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,亨利·卡尔东·德维亚尔,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,亨利·卡尔东·德维亚尔
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,"Картон де Виар, Анри",,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"Картон де Виар, Анри"
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Анрі Картон де Віарт,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Анрі Картон де Віарт
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henry Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henry Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henry Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henry Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,アンリ・カルトン・ドゥ・ヴィアール,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,アンリ・カルトン・ドゥ・ヴィアール
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,a11275418,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://cantic.bnc.cat/registres/CUCId/a11275418
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,0000_0001_0798_0513,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://isni.org/isni/0000_0001_0798_0513
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,nla.party-1488935,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://nla.gov.au/nla.party-1488935
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,Category:Henri_Carton_de_Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,https://commons.wikimedia.org/wiki/Category:Henri_Carton_de_Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,XX936136,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://datos.bne.es/resource/XX936136
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,PUBLIC,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://catalogue.bnf.fr/ark:/12148/cb120628351/PUBLIC
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,see Also,PPN?PPN=069021724,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://opc4.kb.nl/PPN?PPN=069021724
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,same As,"Carton de Wiart, Henry",,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://id.loc.gov/authorities/names/n90616027
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,same As,rdf,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://d-nb.info/gnd/123556082/about/rdf
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,same As,"idref Carton de Wiart, Henry (1869-1951)",,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://www.idref.fr/028885449/id
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,same As,09d56l,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://freebase.com//m/09d56l
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,same As,24623115,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://viaf.org/viaf/24623115
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,alias,Анри Картон де Виар,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/alias,Анри Картон де Виар
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,birth Date,1869-1-31,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/birthDate,1869-1-31
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,birth Place,Bruxelles,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/birthPlace,http://wikidata.dbpedia.org/resource/Q9005
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,citizenship,Belgique,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/citizenship,http://wikidata.dbpedia.org/resource/Q31
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,death Date,1951-5-6,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/deathDate,1951-5-6
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,death Place,Uccle,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/deathPlace,http://wikidata.dbpedia.org/resource/Q203312
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,occupation,personnalité politique,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/occupation,http://wikidata.dbpedia.org/resource/Q82955
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,party,Parti catholique,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/party,http://wikidata.dbpedia.org/resource/Q792293
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,thumbnail,Henri_Carton_de_Wiart.jpg?width=300,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,depiction,Henri_Carton_de_Wiart.jpg,,http://wikidata.dbpedia.org/resource/Q14990,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,was Derived From,Henry Carton de Wiart,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/ns/prov#wasDerivedFrom,http://www.wikidata.org/wiki/Q14990?oldid=304902244
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,belgisk politiker,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,belgisk politiker
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,écrivain et homme politique belge,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,écrivain et homme politique belge
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,escritor y político belga,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,escritor y político belga
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,Belgisch politicus,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,Belgisch politicus
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,سیاست‌مدار بلژیکی,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,سیاست‌مدار بلژیکی
